time,symbol,open,high,low,close,volume,wap,count
2026-08-12 16:30:00,NBIS,226.0000,228.4400,224.9900,225.0000,458867.0000,226.4680,573
2026-08-12 16:30:05,NBIS,227.7300,227.7300,224.8800,227.1100,87968.0000,225.9070,440
2026-08-12 16:30:10,NBIS,227.4000,228.3500,226.5800,226.8900,42696.0000,227.7250,234
2026-08-12 16:30:15,NBIS,226.7600,226.9300,226.0900,226.6400,15738.0000,226.6020,87
2026-08-12 16:30:20,NBIS,226.3400,227.2700,225.6300,226.2500,21325.0000,226.5950,121
2026-08-12 16:30:25,NBIS,226.6400,226.8700,225.6100,225.6500,20159.0000,226.2830,103
2026-08-12 16:30:30,NBIS,225.7400,226.5800,225.6100,226.3000,14534.0000,226.0380,82
2026-08-12 16:30:35,NBIS,226.5000,226.5000,224.5400,224.5700,21738.0000,225.3820,109
2026-08-12 16:30:40,NBIS,224.6700,224.6700,221.1300,221.1600,118309.0000,222.8610,467
2026-08-12 16:30:45,NBIS,221.1000,221.5400,219.1800,219.7300,96228.0000,220.3760,443
2026-08-12 16:30:50,NBIS,219.5700,220.1700,218.1200,219.1400,55998.0000,219.0840,286
2026-08-12 16:30:55,NBIS,219.1300,219.1600,218.1900,218.9700,37630.0000,218.7420,150
2026-08-12 16:31:00,NBIS,218.8300,219.5800,218.2800,218.3000,37656.0000,218.9000,204
2026-08-12 16:31:05,NBIS,218.3000,219.4600,218.0300,218.5300,41732.0000,218.7370,231
2026-08-12 16:31:10,NBIS,218.4200,219.3000,218.0100,218.9600,48210.0000,218.6030,220
2026-08-12 16:31:15,NBIS,218.9800,220.3400,218.6700,220.0900,33095.0000,219.2990,193
2026-08-12 16:31:20,NBIS,220.3400,221.8900,220.3400,221.0900,67538.0000,221.1060,321
2026-08-12 16:31:25,NBIS,221.0800,221.4600,219.5000,219.8700,39427.0000,220.7200,178
2026-08-12 16:31:30,NBIS,219.8500,219.9400,216.1100,217.9800,97862.0000,217.7310,550
2026-08-12 16:31:35,NBIS,218.0100,218.9800,216.4300,217.3000,33324.0000,217.7810,152
2026-08-12 16:31:40,NBIS,217.2900,218.9800,217.0400,218.7000,13774.0000,217.9580,71
2026-08-12 16:31:45,NBIS,218.7000,220.5600,218.4100,220.0000,28049.0000,219.7110,198
2026-08-12 16:31:50,NBIS,220.0000,221.4000,219.4000,220.0300,30063.0000,220.4210,172
2026-08-12 16:31:55,NBIS,219.8300,220.5000,218.8900,219.0100,29878.0000,219.7390,128
2026-08-12 16:32:00,NBIS,218.9500,220.5000,218.6400,219.7500,22845.0000,219.6430,119
2026-08-12 16:32:05,NBIS,219.8300,220.6900,219.0000,219.7300,23037.0000,220.0580,154
2026-08-12 16:32:10,NBIS,219.7300,220.5000,219.1800,219.4500,21773.0000,219.9040,109
2026-08-12 16:32:15,NBIS,219.7400,220.7000,219.1000,219.2500,30898.0000,219.6550,197
2026-08-12 16:32:20,NBIS,219.3900,219.3900,217.9900,218.3700,55746.0000,218.5650,276
2026-08-12 16:32:25,NBIS,218.3800,219.9200,218.3800,218.7200,28687.0000,219.3540,169
2026-08-12 16:32:30,NBIS,218.8000,219.8900,218.5000,219.5800,19353.0000,219.1600,92
2026-08-12 16:32:35,NBIS,219.5800,220.8000,219.3400,220.4300,22797.0000,220.2420,117
2026-08-12 16:32:40,NBIS,220.4300,221.3200,220.1000,221.0100,45638.0000,220.8860,144
2026-08-12 16:32:45,NBIS,221.0000,222.8400,221.0000,222.5200,29406.0000,222.2330,184
2026-08-12 16:32:50,NBIS,222.6400,223.6000,222.1500,222.5600,63064.0000,222.8900,255
2026-08-12 16:32:55,NBIS,222.8200,222.9900,221.6700,222.6200,20375.0000,222.4120,124
2026-08-12 16:33:00,NBIS,222.4700,223.3600,222.0500,222.8100,47792.0000,222.6440,180
2026-08-12 16:33:05,NBIS,222.9800,223.9900,222.5600,223.1400,27526.0000,223.2510,168
2026-08-12 16:33:10,NBIS,223.6400,224.6600,223.1000,223.3600,47580.0000,223.9300,201
2026-08-12 16:33:15,NBIS,223.3600,223.6300,221.9000,222.1400,47847.0000,222.7650,266
2026-08-12 16:33:20,NBIS,222.2300,222.9800,221.4900,222.0000,41644.0000,222.0310,200
2026-08-12 16:33:25,NBIS,221.6000,224.7300,221.4500,224.7300,37072.0000,223.0250,212
2026-08-12 16:33:30,NBIS,224.3000,225.3600,223.7800,225.1300,44547.0000,224.6080,230
2026-08-12 16:33:35,NBIS,225.1300,225.5100,224.2600,225.5100,49528.0000,225.0730,139
2026-08-12 16:33:40,NBIS,225.6900,225.8500,225.0000,225.7100,27279.0000,225.4010,151
2026-08-12 16:33:45,NBIS,225.5300,225.7400,223.7600,224.0000,35367.0000,224.8890,205
2026-08-12 16:33:50,NBIS,224.0600,224.6100,223.2400,224.1000,25393.0000,223.9990,111
2026-08-12 16:33:55,NBIS,223.6700,224.6800,223.6300,224.4900,18854.0000,224.2650,117
2026-08-12 16:34:00,NBIS,224.5700,224.5700,223.3100,223.3100,24639.0000,224.0080,152
2026-08-12 16:34:05,NBIS,223.4100,223.6900,222.9200,223.2500,21779.0000,223.2390,141
2026-08-12 16:34:10,NBIS,223.1300,223.3000,222.7500,222.9200,18551.0000,223.0250,130
2026-08-12 16:34:15,NBIS,222.7500,225.0000,222.5000,223.8000,42469.0000,223.9550,221
2026-08-12 16:34:20,NBIS,224.9600,224.9900,223.3500,223.5100,38787.0000,224.1160,228
2026-08-12 16:34:25,NBIS,223.6600,223.8100,223.2200,223.5000,11759.0000,223.4750,64
2026-08-12 16:34:30,NBIS,223.6700,223.8400,223.2000,223.3300,22240.0000,223.6080,126
2026-08-12 16:34:35,NBIS,223.3300,223.7900,221.9100,221.9200,28166.0000,222.8920,132
2026-08-12 16:34:40,NBIS,221.9100,222.4700,220.4300,220.4300,38074.0000,221.2740,203
2026-08-12 16:34:45,NBIS,220.7500,221.0500,219.9000,220.3600,42195.0000,220.3300,155
2026-08-12 16:34:50,NBIS,220.3600,220.4500,219.0900,219.1000,17519.0000,219.8510,85
2026-08-12 16:34:55,NBIS,219.0600,220.1000,219.0500,219.4700,31992.0000,219.5990,103
2026-08-12 16:35:00,NBIS,219.3600,222.1000,219.3600,221.9300,38923.0000,220.9890,167
2026-08-12 16:35:05,NBIS,222.1100,222.6000,220.9500,221.1300,25785.0000,221.3240,112
2026-08-12 16:35:10,NBIS,221.1300,221.1300,220.0000,220.5400,27381.0000,220.6540,144
2026-08-12 16:35:15,NBIS,220.0000,222.2700,220.0000,222.0700,32780.0000,221.4520,211
2026-08-12 16:35:20,NBIS,222.1800,222.3900,221.3300,221.5400,29635.0000,221.9440,195
2026-08-12 16:35:25,NBIS,221.7300,223.7300,221.3300,223.4900,53487.0000,222.7010,357
2026-08-12 16:35:30,NBIS,223.2400,223.4400,222.4900,222.5500,17367.0000,222.9600,62
2026-08-12 16:35:35,NBIS,222.7400,224.2300,222.5600,223.9700,25579.0000,223.4260,132
2026-08-12 16:35:40,NBIS,224.0000,224.0600,223.0500,223.3300,13394.0000,223.5470,76
2026-08-12 16:35:45,NBIS,223.5100,223.9100,222.6900,223.7300,23637.0000,223.3200,96
2026-08-12 16:35:50,NBIS,223.7700,224.7500,223.6600,224.0900,26146.0000,224.2940,175
2026-08-12 16:35:55,NBIS,224.0600,224.5000,223.5800,224.1100,28339.0000,224.0570,153
2026-08-12 16:36:00,NBIS,224.1700,224.6000,223.6400,224.2200,24580.0000,223.9500,146
2026-08-12 16:36:05,NBIS,223.7800,224.6900,223.6500,224.4400,12076.0000,224.3070,69
2026-08-12 16:36:10,NBIS,224.4600,224.6800,223.6400,224.0300,22726.0000,224.1190,140
2026-08-12 16:36:15,NBIS,224.3500,226.0000,224.2000,226.0000,98855.0000,225.4140,364
2026-08-12 16:36:20,NBIS,225.9800,226.4700,225.6900,226.4200,32770.0000,226.1140,177
2026-08-12 16:36:25,NBIS,226.3400,227.4200,226.1000,227.2900,58423.0000,226.8050,270
2026-08-12 16:36:30,NBIS,227.2800,227.4600,226.4300,226.4900,43595.0000,226.8930,279
2026-08-12 16:36:35,NBIS,226.6200,226.7700,225.0000,226.5800,58470.0000,226.2290,286
2026-08-12 16:36:40,NBIS,224.7500,225.4700,224.6700,224.7600,10889.0000,224.9360,58
2026-08-12 16:36:45,NBIS,225.0400,225.0500,224.0600,224.4200,22141.0000,224.5450,141
2026-08-12 16:36:50,NBIS,224.9200,225.5200,224.6700,225.4400,13796.0000,225.1810,65
2026-08-12 16:36:55,NBIS,225.4400,225.6300,224.3900,224.3900,10293.0000,224.9610,68
2026-08-12 16:37:00,NBIS,224.6300,224.9200,224.3100,224.6200,26189.0000,224.5380,90
2026-08-12 16:37:05,NBIS,224.8900,225.3800,224.5700,225.2000,18322.0000,224.9970,87
2026-08-12 16:37:10,NBIS,224.7200,225.0000,224.3000,224.7100,14728.0000,224.6360,81
2026-08-12 16:37:15,NBIS,224.7500,224.9000,223.7600,224.3900,40818.0000,224.2400,243
2026-08-12 16:37:20,NBIS,224.3900,224.7300,223.5000,223.6300,24796.0000,224.2230,145
2026-08-12 16:37:25,NBIS,223.7500,224.3300,223.5000,223.8900,15362.0000,223.8810,82
2026-08-12 16:37:30,NBIS,223.8000,224.0300,223.5000,223.9800,8550.0000,223.8230,62
2026-08-12 16:37:35,NBIS,223.7700,224.3900,223.5000,224.2000,17585.0000,223.9220,97
2026-08-12 16:37:40,NBIS,224.3400,224.7400,224.0200,224.5800,10102.0000,224.4560,59
2026-08-12 16:37:45,NBIS,224.5100,224.8300,224.4900,224.5000,7039.0000,224.5900,52
2026-08-12 16:37:50,NBIS,224.5500,224.7600,224.0600,224.5000,15609.0000,224.5170,65
2026-08-12 16:37:55,NBIS,224.5100,224.6900,224.2100,224.3200,5842.0000,224.3900,32
2026-08-12 16:38:00,NBIS,224.2800,224.6300,223.8800,224.2500,9635.0000,224.1850,57
2026-08-12 16:38:05,NBIS,224.4900,225.5800,224.4900,225.1100,14583.0000,225.0620,78
2026-08-12 16:38:10,NBIS,225.1000,225.7500,225.1000,225.4300,17808.0000,225.4860,110
2026-08-12 16:38:15,NBIS,225.7300,226.7900,225.4200,226.6800,19339.0000,226.2660,122
2026-08-12 16:38:20,NBIS,226.7600,227.6500,226.7500,227.0000,37875.0000,227.2130,176
2026-08-12 16:38:25,NBIS,227.3200,227.6200,226.6000,227.2100,34950.0000,227.0770,117
2026-08-12 16:38:30,NBIS,227.1300,227.6400,226.5800,227.2000,9872.0000,227.1380,47
2026-08-12 16:38:35,NBIS,227.4000,228.5700,227.3900,228.3800,58867.0000,228.0690,265
2026-08-12 16:38:40,NBIS,228.2500,228.6600,227.1800,227.2000,33207.0000,228.0540,214
2026-08-12 16:38:45,NBIS,227.3100,228.4200,227.0700,228.2600,19699.0000,227.7710,94
2026-08-12 16:38:50,NBIS,228.1700,228.4400,227.2400,227.5200,19759.0000,227.7340,108
2026-08-12 16:38:55,NBIS,227.7400,228.0000,226.5000,226.9900,25886.0000,227.3670,151
2026-08-12 16:39:00,NBIS,226.5000,227.0000,225.1200,225.6400,27766.0000,225.7910,137
2026-08-12 16:39:05,NBIS,225.6300,226.7500,225.1900,225.9600,28087.0000,226.0240,170
2026-08-12 16:39:10,NBIS,226.4000,226.7000,225.0800,226.3100,48858.0000,225.6810,187
2026-08-12 16:39:15,NBIS,226.2500,227.9200,226.2000,227.7400,112312.0000,227.3060,447
2026-08-12 16:39:20,NBIS,227.9400,228.4800,226.9500,227.8000,51334.0000,227.9380,172
2026-08-12 16:39:25,NBIS,227.2500,227.8300,226.1500,226.1600,25686.0000,227.1430,98
2026-08-12 16:39:30,NBIS,226.5000,226.8000,226.0000,226.3600,15638.0000,226.2410,84
2026-08-12 16:39:35,NBIS,226.2700,226.7000,225.7700,226.4200,14171.0000,226.2260,77
2026-08-12 16:39:40,NBIS,226.3600,227.3400,226.2700,226.9100,14523.0000,226.9440,64
2026-08-12 16:39:45,NBIS,227.0800,227.0800,226.0000,226.4900,19739.0000,226.3660,83
2026-08-12 16:39:50,NBIS,226.8500,226.8500,225.0700,225.2200,7968.0000,225.9150,50
2026-08-12 16:39:55,NBIS,225.4700,226.0000,225.3400,225.5500,10248.0000,225.6390,51
2026-08-12 16:40:00,NBIS,225.7500,226.0000,225.1700,225.4600,6917.0000,225.6260,27
2026-08-12 16:40:05,NBIS,225.4600,225.4800,224.0100,224.3400,15774.0000,224.7450,75
2026-08-12 16:40:10,NBIS,224.0900,224.4400,223.6000,223.7200,22576.0000,223.8890,114
2026-08-12 16:40:15,NBIS,224.0300,224.4100,223.2200,224.1900,25914.0000,223.6990,123
2026-08-12 16:40:20,NBIS,224.2100,224.7400,224.0600,224.7400,11327.0000,224.4390,79
2026-08-12 16:40:25,NBIS,224.7700,225.0700,224.4400,224.8900,9013.0000,224.7680,59
2026-08-12 16:40:30,NBIS,224.3700,224.8800,224.1700,224.7300,8301.0000,224.4650,49
2026-08-12 16:40:35,NBIS,224.6600,224.8900,223.7500,224.8500,21416.0000,224.4280,141
2026-08-12 16:40:40,NBIS,224.8000,225.3800,224.1300,224.3500,14871.0000,224.8330,92
2026-08-12 16:40:45,NBIS,224.3500,224.7300,224.1800,224.2300,8534.0000,224.4610,54
2026-08-12 16:40:50,NBIS,224.3300,224.5800,223.5100,223.6700,16972.0000,223.8900,83
2026-08-12 16:40:55,NBIS,223.7200,224.3400,223.2500,223.4500,19923.0000,223.7210,85
2026-08-12 16:41:00,NBIS,223.4500,224.0000,222.2200,222.6000,48714.0000,223.0380,210
2026-08-12 16:41:05,NBIS,222.9100,223.0500,222.2500,222.7800,16829.0000,222.7610,99
2026-08-12 16:41:10,NBIS,222.8600,223.4800,222.7400,222.8300,19019.0000,223.0010,73
2026-08-12 16:41:15,NBIS,223.1200,224.8000,222.9000,224.7700,19301.0000,224.2010,149
